profile_id,dataset,latitude,longitude,total_depth_cm,n_layers,sum_OrgC_Stock_kgm2,mean_BDOD,mean_OrgC_pct,country_name,year,first,elevation_m,slope,elevationRelMHW,twi,dist_to_channel_m,tidal_flat_prob,coastal_dist_m,VV_mean,VH_mean,VVVH_ratio,B,G,R,B5,B6,B7,NIR,SWIR1,SWIR2,NDVI_median,LSWI_median,mNDWI_median,NDVI_stdDev,SAVI_median,tidal_wetness,MAT_C,MAP_mm
1100,Janousek,40.68531,-124.27169,111.0,47,43.934375,0.91,5.884042553191489,,,0.13664386556235017,-2,0.0,-2.5,6.907755278982137,94.86833190917969,0,182.48287963867188,-12.798832623635008,-18.341701885693695,5.542869262058687,,,,,,,,,,,,,,,,12.021920289855071,1171.695652173913
1101,Janousek,40.62911,-124.31381,101.0,47,17.70585,1.117872340425532,2.12872340425532,,,0.1481301669098794,-1,0.9274099469184875,-1.5,4.123500053280157,120.0,1,150.0,-12.38893300126424,-16.707080269338647,4.318147268074407,,,,,,,,,,,,,,,,11.969927536231884,1291.1304347826085
1102,Janousek,40.63481,-124.26786,100.5,104,21.4569875,1.3303846153846153,1.7286057692307693,,,0.18269998552905306,3,1.2220038175582886,2.5,3.847584181375788,30.0,0,540.8327026367188,-12.561447522959657,-17.34650469418936,4.7850571712297025,,,,,,,,,,,,,,,,12.077717391304347,1251.2608695652175
1103,Janousek,30.45514,-116.02961,50.0,25,14.1402,0.9144,3.187,,,0.10474618472842494,0,0.9274099469184875,-0.5,4.123500053280157,268.3281555175781,1,408.04412841796875,-11.217447980293779,-16.281062758568904,5.0636147782751255,,,,,,,,,,,,,,,,,
1105,Janousek,30.45512,-116.03055,50.0,25,14.9135,0.5688,6.148,,,0.11212186200824355,1,0.0,0.5,6.907755278982137,351.1409912109375,0,450.0,-11.808056283088062,-16.092658703786505,4.284602420698443,,,,,,,,,,,,,,,,,
111,Janousek,48.3321,-122.4174,100.0,4,19.5835,0.6225,3.125,,,0.1547162560323882,0,0.0,-0.5,6.907755278982137,84.85281372070312,0,134.16407775878906,-10.784412571394718,-16.525374317964218,5.7409617465695,,,,,,,,,,,,,,,,11.003260869565217,820.3043478260869
112,Janousek,48.3323,-122.4173,100.0,4,24.5685,0.4425,5.8500000000000005,,,0.15096255413731816,0,0.0,-0.5,6.907755278982137,84.85281372070312,0,152.9705810546875,-10.940151479777438,-16.341023196918062,5.400871717140625,,,,,,,,,,,,,,,,11.003260869565217,820.3043478260869
1121,Janousek,34.09917,-119.0807,50.0,22,9.2793,1.0536363636363637,3.265909090909091,,,0.10294327617410132,3,2.9059665203094482,2.5,2.980603790290778,150.0,0,201.24612426757812,-12.154774926003691,-16.66066378786955,4.5058888618658575,,,,,,,,,,,,,,,,,
1122,Janousek,34.0987,-119.081,50.0,20,11.5371,0.94,3.7475,,,0.07714937743986926,6,2.165877103805542,5.5,3.274925920933061,84.85281372070312,0,134.16407775878906,-10.631461034628552,-15.552033191861621,4.920572157233069,,,,,,,,,,,,,,,,,
1123,Janousek,34.09842,-119.08142,50.0,21,9.3757,0.9928571428571428,3.045238095238095,,,0.11180798413319251,5,2.9967119693756104,4.5,2.949799701193955,42.42640686035156,0,94.86833190917969,-11.334629265404956,-16.14326402664126,4.808634761236302,,,,,,,,,,,,,,,,,
113,Janousek,48.3324,-122.4172,100.0,4,24.113,0.5125,5.3,,,0.15096255413731816,0,0.0,-0.5,6.907755278982137,84.85281372070312,0,152.9705810546875,-10.940151479777438,-16.341023196918062,5.400871717140625,,,,,,,,,,,,,,,,11.003260869565217,820.3043478260869
114,Janousek,48.3326,-122.417,100.0,4,23.0475,0.49,5.1,,,0.16208890954905555,0,0.0,-0.5,6.907755278982137,94.86833190917969,0,174.92855834960938,-10.874467871306383,-16.16577427145388,5.291306400147498,,,,,,,,,,,,,,,,11.003260869565217,820.3043478260869
